33°55′37″N,33.92698677,117°12′14″W,-117.20385066,40.3213,65.493°
34°18′28″N,34.30776051,118°01′43″W,-118.02850847,44.2173,346.187°
33°21′47″N,33.36317992,116°51′34″W,-116.85939917,60.9555,111.244°
34°13′22″N,34.22279904,118°26′23″W,-118.43969919,50.4092,317.483°
33°07′11″N,33.11961294,116°15′19″W,-116.25517656,99.677,112.713°
33°30′00″N,33.4999637,119°02′19″W,-119.03870107,70.004,259.71°
33°17′10″N,33.28623475,118°00′14″W,-118.00399211,29.1783,198.518°
33°30′26″N,33.50713155,117°18′58″W,-117.31622424,32.7985,112.082°
32°22′54″N,32.38168107,118°17′46″W,-118.29621761,93.9291,196.337°
34°18′59″N,34.31629683,119°02′42″W,-119.04513184,81.4466,302.633°
33°59′46″N,33.99604785,116°23′36″W,-116.39325879,85.9607,75.192°
33°24′37″N,33.41034207,116°11′45″W,-116.1959635,96.8092,100.921°
33°47′37″N,33.79357716,116°21′27″W,-116.35738351,85.7379,84.642°
33°43′08″N,33.71885266,116°06′37″W,-116.11026827,99.6895,88.24°
33°54′15″N,33.9041868,116°23′26″W,-116.39062576,84.7979,79.383°
34°02′30″N,34.0417622,116°37′39″W,-116.6275447,73.9804,70.286°
34°30′13″N,34.50354728,118°38′44″W,-118.64563104,72.7667,321.112°
34°11′16″N,34.18772619,118°26′09″W,-118.43587213,48.506,315.725°
33°19′16″N,33.3210771,117°30′53″W,-117.51462837,31.5889,143.025°
34°47′06″N,34.78492502,118°08′18″W,-118.13825011,77.7533,347.577°
32°41′11″N,32.68636053,118°31′19″W,-118.52205924,79.4967,209.767°
33°01′57″N,33.03255723,118°35′36″W,-118.59346008,62.5904,223.964°
33°15′02″N,33.25053497,117°28′20″W,-117.47223224,36.9729,144.509°
35°06′23″N,35.10627232,118°03′20″W,-118.05556446,98.8608,353.036°
32°46′28″N,32.7745796,117°33′38″W,-117.56062581,65.1265,165.374°
34°22′03″N,34.36738749,117°21′57″W,-117.36582901,54.4305,30.052°
33°27′32″N,33.45899663,118°17′24″W,-118.28995877,30.1374,238.652°
33°40′26″N,33.67380766,118°26′28″W,-118.4410114,34.3712,268.686°
33°19′35″N,33.32637269,116°46′26″W,-116.77381513,66.4905,111.697°
32°27′00″N,32.45009822,118°16′12″W,-118.26987219,88.9597,196.23°
33°26′45″N,33.4459106,119°09′08″W,-119.15227041,77.1814,257.913°
34°32′37″N,34.54369199,116°42′53″W,-116.7147411,87.6426,47.163°
33°02′39″N,33.04403795,117°23′18″W,-117.3882416,51.6095,149.257°
32°49′39″N,32.82740749,118°33′59″W,-118.56640318,72.6079,215.323°
33°47′30″N,33.79168747,117°20′57″W,-117.34912114,29.3329,75.533°
33°25′52″N,33.43112014,119°32′09″W,-119.53577843,99.048,260.198°
33°11′59″N,33.19982551,118°44′42″W,-118.74499257,61.9239,237.337°
34°13′22″N,34.22278574,116°47′43″W,-116.79535893,70.6016,58.05°
34°50′48″N,34.84673084,118°33′01″W,-118.55029702,89.7674,333.476°
34°16′35″N,34.2763395,117°23′40″W,-117.39433935,48.2091,32.157°
33°21′13″N,33.35352055,117°18′41″W,-117.31151632,38.342,126.758°
33°01′11″N,33.01965092,118°38′09″W,-118.6358392,64.9392,224.993°
32°27′13″N,32.45368008,117°48′35″W,-117.80973491,85.2402,178.672°
34°22′12″N,34.36988894,119°07′43″W,-119.12874704,87.4576,303.038°
33°10′42″N,33.178208,117°56′19″W,-117.93860833,35.5658,188.89°
32°53′38″N,32.89402681,117°01′52″W,-117.03109662,72.1426,139.184°
33°46′16″N,33.77114659,117°27′05″W,-117.45133069,23.2926,75.37°
34°23′59″N,34.40000179,119°08′17″W,-119.13795497,89.0264,303.99°
32°42′02″N,32.70041942,117°54′59″W,-117.91641609,68.2939,183.556°
34°23′06″N,34.38505754,117°20′08″W,-117.33541971,56.3675,30.947°
34°05′57″N,34.09913717,117°38′06″W,-117.63509718,30.9177,22.704°
32°34′24″N,32.57320241,116°50′18″W,-116.8383275,96.4759,142.632°
34°16′26″N,34.27379623,116°55′57″W,-116.93262797,66.1267,51.889°
34°24′44″N,34.41224334,119°08′56″W,-119.14896103,90.016,304.221°
34°42′50″N,34.71381855,119°01′36″W,-119.02666914,98.0487,316.722°
33°03′15″N,33.05429322,117°36′03″W,-117.60080271,45.8975,162.154°
34°45′30″N,34.7584385,117°45′27″W,-117.75746395,74.2415,3.778°
34°14′24″N,34.24010548,117°04′07″W,-117.06874037,58.6195,49.049°
33°59′41″N,33.99469431,119°21′32″W,-119.35875774,89.5476,284.176°
33°58′25″N,33.97357681,118°45′30″W,-118.75829051,56.1356,290.942°
33°37′14″N,33.62059826,118°00′55″W,-118.01537649,10.886,245.255°
34°52′46″N,34.8794304,117°51′50″W,-117.86396907,82.4488,359.197°
32°50′02″N,32.83383675,118°33′43″W,-118.56194165,72.0952,215.356°
33°17′35″N,33.29305974,118°24′28″W,-118.4077274,42.3953,230.241°
33°05′37″N,33.09359449,118°53′22″W,-118.88937605,72.9526,236.104°
32°57′12″N,32.95321232,117°30′21″W,-117.50574183,54.3177,158.854°
33°38′49″N,33.64694599,118°19′15″W,-118.32076267,27.5848,264.424°
32°37′19″N,32.62199538,118°48′53″W,-118.81468466,92.5842,217.633°
34°30′41″N,34.51147364,118°25′40″W,-118.42789183,66.0927,329.768°
32°29′37″N,32.49372777,117°22′17″W,-117.37129634,86.867,161.519°
32°57′52″N,32.96434225,116°45′10″W,-116.7528849,80.373,128.098°
32°42′01″N,32.70029895,117°50′59″W,-117.85005111,68.1733,180.315°
34°03′21″N,34.05580479,118°26′31″W,-118.44207292,42.7846,306.776°
34°22′05″N,34.36797545,119°11′02″W,-119.18400671,90.0695,301.895°
34°06′28″N,34.10790181,116°33′29″W,-116.55809796,79.2865,68.098°
34°20′42″N,34.34486746,118°39′09″W,-118.65253017,64.9406,314.696°
32°59′05″N,32.98477313,119°11′02″W,-119.18400292,91.3445,238.292°
34°20′49″N,34.34681704,118°27′57″W,-118.46584376,57.9021,322.175°
34°09′37″N,34.16016662,117°42′53″W,-117.71463007,33.5534,12.699°
33°02′25″N,33.04026661,118°40′20″W,-118.67230575,65.454,227.186°
33°24′45″N,33.41247811,118°02′39″W,-118.04403296,22.1894,211.408°
33°38′46″N,33.64605419,116°46′42″W,-116.77819597,61.3501,92.326°
32°50′14″N,32.83715919,117°15′17″W,-117.25465699,67.8651,149.737°
34°49′32″N,34.825459,117°40′47″W,-117.67972099,79.2651,6.737°
34°31′16″N,34.52108071,119°09′37″W,-119.16037508,94.8934,307.795°
33°06′25″N,33.10699543,118°29′07″W,-118.48540321,54.5578,222.927°
34°42′04″N,34.70123707,117°09′19″W,-117.15540085,80.4068,29.102°
33°22′31″N,33.37536777,116°44′23″W,-116.73967335,67.1417,108.383°
34°10′37″N,34.17688069,117°35′04″W,-117.58455281,36.9966,23.602°
33°55′02″N,33.91726145,118°51′56″W,-118.86548347,60.8154,285.478°
33°04′59″N,33.08316617,118°51′36″W,-118.86004182,71.9767,234.866°
33°05′37″N,33.09368239,118°35′55″W,-118.59856485,59.8138,226.959°
34°04′58″N,34.08276841,116°47′41″W,-116.79482891,66.1109,65.244°
34°27′37″N,34.46027731,117°11′58″W,-117.19935529,64.9569,34.417°
33°15′44″N,33.26216757,118°20′20″W,-118.33882682,40.9373,224.358°
32°59′28″N,32.99098025,118°41′57″W,-118.69919515,68.9382,226.013°
34°13′37″N,34.22687594,118°28′24″W,-118.47324088,51.9337,316.144°
32°56′33″N,32.94255736,118°17′04″W,-118.28431416,57.3829,206.455°
33°52′13″N,33.87025412,116°20′33″W,-116.34241094,87.1694,81.212°
33°52′29″N,33.87465216,118°00′12″W,-118.00332408,15.9074,324.817°
32°57′31″N,32.95858264,116°29′34″W,-116.49279338,92.8326,122.451°
33°32′35″N,33.54311488,118°28′22″W,-118.47264379,37.541,254.852°
34°39′03″N,34.65091803,118°36′44″W,-118.61232841,79.8384,326.806°
32°50′32″N,32.84229153,117°21′47″W,-117.36293967,64.6319,154.414°
32°50′23″N,32.83977333,117°23′40″W,-117.39441293,64.0305,155.959°
34°26′01″N,34.4335791,117°21′45″W,-117.36249342,58.515,27.951°
33°31′38″N,33.52712219,119°12′32″W,-119.2089067,79.3609,262.392°
32°51′14″N,32.85377068,117°02′03″W,-117.0340333,74.1772,140.677°
33°23′17″N,33.38803784,119°13′33″W,-119.22590192,82.2645,255.853°
34°01′20″N,34.02209635,116°27′23″W,-116.45625419,82.9364,73.381°
32°24′59″N,32.41639233,118°32′58″W,-118.54937121,96.8477,205.165°
34°01′41″N,34.02794151,118°46′30″W,-118.77504398,58.4336,294.068°
35°02′09″N,35.03573579,117°38′35″W,-117.6429437,93.9439,6.943°
33°21′11″N,33.35297036,118°39′24″W,-118.65657745,52.214,244.013°
33°58′54″N,33.98156499,117°42′00″W,-117.70005145,21.9867,21.974°
33°14′47″N,33.24639281,117°40′06″W,-117.66836461,32.062,161.583°
33°53′14″N,33.88720387,118°55′28″W,-118.92433982,63.6094,282.887°
33°37′05″N,33.61808129,118°31′33″W,-118.52583454,39.5361,263.305°
34°48′06″N,34.8015748,118°40′38″W,-118.67733369,90.5929,328.511°
32°53′44″N,32.89558512,117°58′32″W,-117.97567875,55.2048,187.981°
33°03′22″N,33.05618578,119°12′35″W,-119.20967791,90.0884,241.451°
33°52′17″N,33.87132471,116°56′15″W,-116.93752045,53.5949,75.97°
33°09′12″N,33.15330334,118°33′22″W,-118.55617741,55.2142,228.313°
32°56′51″N,32.94754466,116°28′42″W,-116.47843841,93.9472,122.562°
33°52′06″N,33.86838368,117°48′14″W,-117.80381864,12.7673,10.301°
33°00′56″N,33.01557786,116°30′16″W,-116.50434664,90.1633,120.588°
34°29′20″N,34.48881901,116°23′42″W,-116.3950212,99.744,55.827°
33°56′56″N,33.94881933,117°53′25″W,-117.89029679,18.3178,351.596°
32°21′12″N,32.35329097,117°11′14″W,-117.18734966,99.6944,157.395°
35°00′45″N,35.01259595,117°40′01″W,-117.66686883,92.1976,6.23°
32°32′45″N,32.54575665,117°20′46″W,-117.34609434,83.9481,159.8°
34°00′09″N,34.00256575,119°31′15″W,-119.52089681,98.7277,283.244°
33°01′28″N,33.02441317,118°25′08″W,-118.41894251,56.5524,216.126°
33°26′07″N,33.43541046,117°28′38″W,-117.47709818,27.3328,129.34°
34°34′55″N,34.58181001,116°41′47″W,-116.6963123,90.1979,46.371°
33°56′30″N,33.94175732,118°30′02″W,-118.5004375,41.6364,295.237°
32°52′32″N,32.87552909,117°01′38″W,-117.02709063,73.2702,139.693°
33°05′56″N,33.09892459,117°05′23″W,-117.08985089,59.514,132.834°
33°53′56″N,33.89893134,119°33′51″W,-119.56408622,99.9053,278.923°
34°07′47″N,34.12963515,117°40′40″W,-117.6778904,32.0593,17.201°
34°31′43″N,34.5285256,118°45′06″W,-118.75166841,78.0136,318.486°
33°59′54″N,33.99830754,118°20′14″W,-118.3372922,35.5978,307.375°
32°42′26″N,32.70724031,118°25′43″W,-118.42871306,75.6795,206.722°
34°07′52″N,34.13114334,119°05′59″W,-119.09992108,78.3386,293.439°
32°33′32″N,32.55885899,117°23′01″W,-117.38366153,82.369,161.016°
34°27′10″N,34.45268606,119°00′38″W,-119.01061428,85.2482,308.72°
33°35′56″N,33.59878038,117°42′58″W,-117.71616818,9.5207,129.597°
33°42′09″N,33.70254812,117°16′04″W,-117.2679029,33.1237,87.939°
32°18′07″N,32.30207935,118°07′44″W,-118.12899402,97.115,189.886°
33°28′56″N,33.48224753,116°09′38″W,-116.16050735,97.9332,97.828°
32°59′45″N,32.99571195,118°59′44″W,-118.99552729,81.8796,234.64°
33°58′03″N,33.96736671,117°09′14″W,-117.15392158,44.0965,63.705°
33°42′39″N,33.71076443,118°27′41″W,-118.46130917,35.5587,272.858°
34°01′48″N,34.03007333,119°14′43″W,-119.24523105,83.8746,286.829°
34°33′44″N,34.56219062,117°25′32″W,-117.42542053,65.0724,21.456°
33°02′14″N,33.03709409,117°44′29″W,-117.74132406,45.2809,172.48°
34°29′11″N,34.48652114,118°43′02″W,-118.71720596,74.5444,318.114°
34°50′09″N,34.83582322,118°27′57″W,-118.46583501,87.0164,336.066°
34°35′05″N,34.58465012,117°52′28″W,-117.87444544,62.0916,358.38°
32°35′09″N,32.58587829,116°50′45″W,-116.84582402,95.513,142.527°
33°38′22″N,33.63946475,119°07′01″W,-119.11707828,73.3302,267.804°
35°04′08″N,35.06892047,117°44′21″W,-117.73913402,95.723,3.54°
34°12′01″N,34.20032269,117°44′25″W,-117.74031346,35.9939,9.441°
33°57′01″N,33.9502048,116°13′44″W,-116.22880633,94.4959,78.437°
34°11′35″N,34.1929543,117°09′12″W,-117.15338031,52.8293,48.325°
32°32′03″N,32.53424851,117°51′44″W,-117.86224034,79.6563,180.781°
34°12′40″N,34.2109809,117°04′27″W,-117.07404477,57.0968,50.387°
34°08′45″N,34.1458026,118°37′05″W,-118.61802533,54.5899,305.76°
33°15′01″N,33.250349,119°16′34″W,-119.27600205,87.9184,250.337°
33°17′18″N,33.28827571,117°39′07″W,-117.65204143,29.6653,158.094°
33°19′13″N,33.32022584,116°59′24″W,-116.98995309,55.3333,117.002°
33°24′18″N,33.40500988,119°15′21″W,-119.25596664,83.6538,256.936°
32°30′00″N,32.49992711,117°01′44″W,-117.02889142,94.6191,149.871°
32°28′53″N,32.48151771,117°54′31″W,-117.90847957,83.3783,182.6°
34°44′05″N,34.73458751,118°18′58″W,-118.31623038,77.3031,339.678°
34°57′23″N,34.95650309,118°26′06″W,-118.43496544,94.0346,339.129°
33°04′01″N,33.06708136,118°34′05″W,-118.56815566,59.8538,224.521°
34°12′52″N,34.21447426,119°27′55″W,-119.46539423,99.8815,291.874°
33°19′38″N,33.3271382,117°40′04″W,-117.66767189,26.8366,157.754°
33°46′55″N,33.78190947,116°14′55″W,-116.24866439,91.9096,85.449°
33°27′37″N,33.46035299,119°17′04″W,-119.28453383,84.4378,259.725°
32°29′05″N,32.48478523,118°45′10″W,-118.75275057,98.3454,212.616°
33°44′12″N,33.73671935,117°05′34″W,-117.09268328,43.3113,85.208°
33°13′54″N,33.23173512,117°47′19″W,-117.78868181,31.6006,174.234°
34°39′21″N,34.65578115,117°44′27″W,-117.74087495,67.2399,4.983°
32°54′51″N,32.91416977,118°25′38″W,-118.42731599,63.1467,212.436°
32°39′58″N,32.66604382,117°24′53″W,-117.414858,74.773,160.51°
34°12′59″N,34.21642647,118°41′34″W,-118.6928019,60.9189,307.183°
34°45′26″N,34.75714991,116°50′42″W,-116.84503173,93.4391,37.363°
34°00′20″N,34.00561094,116°49′35″W,-116.82648686,62.4088,69.031°
33°18′25″N,33.30707096,119°11′04″W,-119.18441219,81.6111,251.62°
32°33′47″N,32.5631433,117°04′34″W,-117.07621935,89.4577,150.019°
33°13′26″N,33.22387091,119°27′24″W,-119.45665319,98.3603,251.47°
32°29′18″N,32.48833581,118°08′25″W,-118.14018765,84.5842,191.797°
33°37′20″N,33.622345,119°16′03″W,-119.26745776,82.0369,267.289°
34°46′59″N,34.78302911,118°20′16″W,-118.33769496,80.866,339.704°
33°42′31″N,33.7086105,116°18′49″W,-116.31357456,87.9933,88.587°
34°02′40″N,34.04439481,119°24′33″W,-119.40910784,93.1842,285.823°
33°06′15″N,33.10412301,117°11′36″W,-117.19328672,55.0378,136.835°
33°05′38″N,33.09383833,116°36′42″W,-116.61161342,82.0556,119.615°
33°45′27″N,33.75763198,118°18′08″W,-118.30214902,26.813,280.671°
34°04′02″N,34.06712384,116°36′58″W,-116.61610628,75.1851,69.186°
32°34′22″N,32.57290957,118°06′43″W,-118.11192732,78.5279,191.48°
32°32′34″N,32.54284538,117°21′37″W,-117.36025276,83.8603,160.376°
33°52′12″N,33.86987948,119°21′07″W,-119.35186339,87.5678,278.734°
34°39′39″N,34.66082407,118°02′35″W,-118.04310069,68.2909,350.44°
33°46′31″N,33.77537013,116°19′08″W,-116.31882138,87.8587,85.575°
34°51′58″N,34.86612248,118°05′59″W,-118.10009461,82.8264,349.885°
34°01′37″N,34.02680621,117°29′05″W,-117.48474167,31.2568,41.121°
33°43′56″N,33.7322066,119°26′41″W,-119.44463298,92.1044,272.403°
32°54′14″N,32.90400185,119°00′21″W,-119.0057194,86.2158,231.461°
34°10′51″N,34.18074333,117°24′49″W,-117.41371228,42.118,35.704°
33°58′30″N,33.97512193,116°34′35″W,-116.57641954,75.4355,74.322°
33°04′29″N,33.07467251,116°48′47″W,-116.81308338,72.9813,125.135°
33°14′46″N,33.24623738,117°04′49″W,-117.08037472,53.507,124.461°
34°10′13″N,34.1703945,116°52′19″W,-116.87206612,64.9772,58.762°
34°37′40″N,34.62789261,117°06′58″W,-117.11603925,77.2246,32.401°
32°35′07″N,32.58538497,117°18′42″W,-117.31172498,82.1034,157.834°
33°03′04″N,33.05109783,117°25′32″W,-117.42542072,50.1216,151.095°
32°18′50″N,32.31379943,118°06′44″W,-118.11222185,96.1546,189.393°
33°38′59″N,33.64994989,117°02′15″W,-117.03741216,46.4432,92.907°
34°51′08″N,34.85213384,117°51′38″W,-117.86053336,80.5598,359.317°
34°10′57″N,34.18240816,117°45′59″W,-117.76672704,34.5476,7.309°
34°10′58″N,34.18289317,117°07′24″W,-117.12342028,53.6832,50.089°
35°04′44″N,35.07894303,118°03′52″W,-118.06453395,97.0517,352.601°
33°28′42″N,33.47846702,117°32′15″W,-117.53761348,22.7474,129.152°
34°00′36″N,34.0100194,119°23′00″W,-119.38330041,91.1628,284.62°
33°46′14″N,33.77065135,116°43′24″W,-116.72324598,64.6613,84.537°
34°33′43″N,34.56203562,116°34′09″W,-116.56915078,94.7496,49.96°
33°15′31″N,33.25847518,118°48′58″W,-118.81623263,63.4046,242.446°
34°36′01″N,34.60017498,118°36′02″W,-118.60049361,76.5577,325.772°
34°35′08″N,34.58553761,117°47′42″W,-117.79488125,62.1904,2.555°
